序号,省(区、市),单位名称,统一社会信用代码
1686,湖南,湖南省湘潭昆仑有限责任公司,914307811902492328
1687,湖南,广药三药生物科技股份有限公司常德分公司,91430781MA4L2677XL
1688,湖南,常德中联环保电力有限公司,9143070079238075X
1689,湖南,湖南南雅电工有限公司,914307237279564495
1690,湖南,华润电力浏阳有限公司,914310007178615539
1691,湖南,湖南省电力勘测设计公司,91431000743163222U
1692,湖南,资兴辉日开发电有限公司,91431081744582931
1693,湖南,湖南湘维股份有限公司,91431221849180233N
1694,湖南,大唐华银电力股份有限公司金竹山火力发电分公司,914318763251190H
1695,湖南,华润电力（浏源）有限公司,914318268685947253
1696,湖南,国电湖南宝庆煤电有限公司,9143500077000667Y
1697,湖南,张家界市永馨综合利用发电有限公司,914308227656717072
1698,湖南,大唐华银依能能源有限公司,9143202356933553J
1699,湖南,大唐华银株洲发电有限公司,9143021118537538T
1700,湖南,湖南华电长沙发电有限公司,914300007558032XT
1701,湖南,长沙宇力热电有限公司,9143014266851757F
1702,湖南,湖南阳空李电力有限公司,9143018167087849J
1703,湖南,中国石化集团资产经营管理有限公司巴陵石化分公司,91430600616991463
1704,湖南,岳阳新辉石化有限公司,9143000167540029L
1705,湖南,华能湖南岳阳电厂分公司,91430600616650239M
1706,湖南,中国石油化工股份有限公司长岭分公司,914306007170523427
1707,湖南,岳阳新辉股份有限公司白沙分公司,91430607258277126
1708,湖南,大唐湘潭发电有限公司,91430308147346497
1709,湖南,湖南昆仑燃气集团有限公司,91430308147136379
1710,湖南,中国长安湖南区域公司,914390087100928997
1711,广东,广东粤华发电有限责任公司,91440001Y0302848F
1712,广东,广州京力电力有限公司,9144101618459825B
1713,广东,广州昊旺电力有限公司,9144101618341485B
1714,广东,广州珠江天然气发电有限公司,9144101735996608B
1715,广东,广州大力热长电力有限公司,914410161782933D8
1716,广东,广州卧里金业奥电股份有限公司,9144101617376129J
1717,广东,广州稳潮热电有限公司,9144101423769123J
1718,广东,广州电中南新电力实业有限公司,914510836698957B
1719,广东,广州驰鹰楚燃气发电有限公司,91441018736217129
1720,广东,广州发展燃气外贸托管投资控股有限公司,91430006B31817106
1721,广东,深圳鸿鹏电力有限公司,91443008818766476
1722,广东,深圳能源集团东部广...,914403007674313R
1723,广东,深圳市前电力有限公司,9144030078426330Q
